x,y,z,delvx,delvy,delvz,m
0.014238186720612367,0.008820341234222172,0.011875834804748719,0.006848215300837016,0.005976007236473767,0.015800186355930848,0.060292352688811224
0.015105193235872522,0.009235972859754282,0.012075654850012479,0.006515525559212475,0.006625353992348086,0.005645560023822031,0.06191218079597429
0.014128014478443467,0.008824156135430108,0.012276118302100946,0.005305763901090613,0.006624518880453033,0.008000773960937247,0.06057821491427051
0.014081755954484628,0.008737697271576037,0.0167786165174682,0.007578118907295867,0.006505084309689464,0.005838675605748505,0.06046825340743573
0.014176791906518164,0.00889055161146403,0.012394132022834762,0.005764407805089649,0.0054445716699492675,0.007678420825795056,0.06034342251444164
0.014497593583518549,0.008796097645726737,0.01166629077597457,0.005630520900136963,0.005719678315547737,0.02015410683272244,0.06038571493139007
0.014533685663444967,0.008754301548435307,0.011603300884870256,0.005689995874408153,0.009516680385491645,0.006960366201511694,0.06078836673033316
0.01408170180747111,0.008814902738575362,0.011707358338516978,0.007068951648870102,0.005324745480045641,0.036430445613751396,0.06021821027461288
